root	root	10
vagrant	vagrant	3
under	under	1
jenkins	jenkins	3
staff	staff	2
ectd	ectd	4
grad	grad	1
apache	apache	1
mariadb	maqriadb	1
geonode	geonode	1
users	users	4
busybox	busybox	1
newuser	newuser	1
minerva	minerva	1
omfwsgi	omfwgi	1
mysql	mysql	3
utmp	utmp	2
sys	sys	1
judge	judge	1
smmsp	smmsp	1
admin	admin	1
nobody	nobody	1
