e	e	6
t	t	4
a	a	4
o	o	4
i	i	4
n	n	3
s	s	3
r	r	3
h	h	3
d	d	2
l	l	2
u	u	2
c	c	2
m	m	2
f	f	2
y	y	2
w	w	2
g	g	2
p	p	2
b	b	2
v	v	1
k	k	1
x	x	1
q	q	1
j	j	1
z	z	1
